ApplicationDate,CreditScore,AnnualIncome,LoanAmount,EmploymentStatus,OutstandingDebt,EmploymentStartDate,LoanOutcome
2023-03-19 02:02:31.351351352,433,9548498,3101879,Employed,396312,2008-09-24 17:04:03.683200896,Approved
2023-03-20 04:19:27.567567568,708,8001200,4054247,Self-Employed,36630,2013-08-27 22:14:38.048780480,Approved
2023-03-21 06:36:23.783783784,668,3289482,7509694,Unemployed,372146,2003-03-03 17:04:27.360920800,Approved
2023-03-22 08:53:20.000000000,720,6864414,1155702,Self-Employed,419120,2015-07-09 11:06:07.991230464,Approved
2023-03-23 11:10:16.216216216,764,10199805,3053626,Self-Employed,57439,2011-04-06 15:19:29.087421248,Approved
2023-03-24 13:27:12.432432432,550,5210233,6312439,Employed,419466,2011-11-05 14:32:55.116470272,Approved
2023-03-25 15:44:08.648648648,583,8663856,3305298,Employed,465765,2009-01-21 04:54:23.579062752,Denied
2023-03-26 18:01:04.864864864,681,7493017,9921863,Unemployed,314064,2013-02-13 13:45:10.112359552,Approved
2023-03-27 20:18:01.081081080,356,7255133,139032,Employed,120982,2004-02-26 23:52:53.801041392,Approved
2023-03-28 22:34:57.297297296,309,8197582,1113579,Self-Employed,351334,2007-04-07 06:55:56.316799136,Approved
2023-03-30 00:51:53.513513512,643,9745441,3252185,Self-Employed,279382,2010-06-03 04:42:56.925185024,Approved
2023-03-31 03:08:49.729729728,687,10029071,9721676,Unemployed,294700,2004-08-21 03:12:34.727322560,Denied
2023-04-01 05:25:45.945945944,776,14168206,7249601,Unemployed,326009,2008-04-15 23:36:43.014524544,Denied
2023-04-02 07:42:42.162162168,707,3061316,1595790,Employed,384369,2002-02-25 05:15:18.498218696,Approved
2023-04-03 09:59:38.378378384,347,11515089,7245354,Unemployed,418293,2001-08-26 16:12:21.901890928,Approved
2023-04-04 12:16:34.594594600,743,14512333,6853293,Employed,302204,2008-04-14 09:10:54.097012896,Approved
2023-04-05 14:33:30.810810816,787,7114773,5132249,Unemployed,469011,2011-07-22 22:09:06.560701568,Approved
2023-04-06 16:50:27.027027032,814,6280864,7682871,Unemployed,369752,2005-10-27 11:22:42.455467264,Approved
2023-04-07 19:07:23.243243248,808,6639926,368445,Unemployed,13656,2004-10-19 09:07:44.675253504,Approved
2023-04-08 21:24:19.459459464,491,13937713,7759190,Employed,273112,2002-11-22 19:58:05.557687040,Approved
2023-04-09 23:41:15.675675680,572,14075232,3157593,Unemployed,9985,2015-03-24 04:16:30.517950144,Approved
2023-04-11 01:58:11.891891896,836,14621545,2214892,Unemployed,283805,2014-01-31 20:24:31.964921920,Approved
2023-04-12 04:15:08.108108112,484,10408069,2823896,Unemployed,77256,2015-04-17 04:43:44.280624832,Denied
2023-04-13 06:32:04.324324328,417,8135120,7142295,Unemployed,18284,2002-02-06 00:05:31.488078928,Approved
2023-04-14 08:49:00.540540544,484,12876914,3237002,Self-Employed,359774,2014-08-10 09:36:33.148807936,Denied
2023-04-15 11:05:56.756756752,708,12928405,1802275,Employed,305830,2013-04-10 14:48:42.225267200,Denied
2023-04-16 13:22:52.972972976,680,11981827,7077065,Self-Employed,183031,2013-01-01 08:08:09.339545088,Denied
2023-04-17 15:39:49.189189184,392,9190023,4464088,Unemployed,448247,2010-08-12 15:38:49.295697472,Approved
2023-04-18 17:56:45.405405408,748,10057568,9589774,Unemployed,45209,2008-07-16 06:08:11.312688416,Denied
2023-04-19 20:13:41.621621616,803,4252553,8131617,Employed,134113,2007-03-01 11:02:11.214031264,Denied
2023-04-20 22:30:37.837837840,833,7678362,6327359,Unemployed,152742,2004-06-19 16:25:46.944368320,Approved
2023-04-22 00:47:34.054054048,461,11444474,4093298,Self-Employed,331423,2009-06-04 17:02:52.650041088,Denied
2023-04-23 03:04:30.270270272,480,8813254,4465269,Employed,316870,2015-01-06 07:37:22.477391104,Approved
2023-04-24 05:21:26.486486496,745,5095136,9516387,Employed,283274,2012-12-24 07:59:04.751986880,Denied
2023-04-25 07:38:22.702702704,362,10704152,4240342,Unemployed,23683,2012-04-20 03:17:42.537681600,Approved
2023-04-26 09:55:18.918918928,511,13103641,4675859,Self-Employed,159276,2001-12-03 22:52:54.787613048,Denied
2023-04-27 12:12:15.135135136,716,11804894,2849390,Self-Employed,106768,2003-07-29 00:39:27.771992336,Denied
2023-04-28 14:29:11.351351360,472,14137007,4116837,Unemployed,431632,2003-05-09 23:08:41.896409984,Denied
2023-04-29 16:46:07.567567568,632,13864289,6962499,Unemployed,464133,2005-06-18 04:05:51.219512192,Approved
2023-04-30 19:03:03.783783792,684,10454231,8559540,Self-Employed,240846,2005-09-23 20:20:35.187722656,Denied
2023-05-01 21:20:00.000000000,800,12560730,1527559,Self-Employed,448904,2003-06-12 14:10:49.164154560,Denied
2023-05-02 23:36:56.216216224,490,5022108,6343595,Unemployed,200854,2000-09-09 23:58:48.966840232,Approved
2023-05-04 01:53:52.432432432,697,12936898,5361689,Unemployed,281174,2010-08-15 20:30:27.130720768,Denied
2023-05-05 04:10:48.648648656,583,5099560,4707778,Unemployed,58237,2010-04-24 03:57:33.987393792,Approved
2023-05-06 06:27:44.864864864,361,12490275,9922444,Employed,139702,2000-09-11 14:24:37.884351876,Approved
2023-05-07 08:44:41.081081088,571,9998718,9664507,Self-Employed,107181,2002-12-29 15:51:50.660454928,Approved
2023-05-08 11:01:37.297297296,824,10860690,7546204,Employed,364723,2010-12-12 08:20:47.026582656,Approved
2023-05-09 13:18:33.513513520,342,14626681,408623,Unemployed,416843,2005-05-10 17:46:17.199232672,Denied
2023-05-10 15:35:29.729729728,576,11308516,6111343,Employed,79814,2013-02-18 09:02:36.864894528,Denied
2023-05-11 17:52:25.945945952,674,3844698,9398671,Self-Employed,178943,2000-04-10 21:06:21.803233763,Denied
2023-05-12 20:09:22.162162160,776,8984799,4358550,Employed,308456,2003-11-08 12:11:38.492737744,Approved
2023-05-13 22:26:18.378378384,405,8921146,4537804,Self-Employed,134814,2009-12-28 06:33:03.009043584,Denied
2023-05-15 00:43:14.594594592,760,4318544,1575265,Unemployed,18971,2001-01-04 21:23:19.945190464,Denied
2023-05-16 03:00:10.810810816,530,10442278,2247447,Unemployed,233619,2002-09-16 13:53:51.022197872,Approved
2023-05-17 05:17:07.027027024,816,12486704,3875084,Self-Employed,497784,2007-01-12 10:07:43.688681824,Denied
2023-05-18 07:34:03.243243248,501,3682223,6200305,Employed,387262,2006-08-18 02:32:43.277610304,Denied
2023-05-19 09:50:59.459459456,724,5289829,8375261,Self-Employed,454360,2011-07-24 12:34:55.478213248,Approved
2023-05-20 12:07:55.675675680,497,7454833,2391039,Self-Employed,372490,2007-08-19 19:04:25.387777472,Approved
2023-05-21 14:24:51.891891888,766,5768120,2834753,Unemployed,291230,2011-09-28 04:13:21.096190720,Denied
2023-05-22 16:41:48.108108112,830,14289320,2082854,Self-Employed,192631,2008-12-05 18:25:44.971224992,Denied
2023-05-23 18:58:44.324324320,482,7128595,1643587,Self-Employed,428689,2007-04-05 16:30:07.399287488,Denied
2023-05-24 21:15:40.540540544,813,10527620,3360043,Self-Employed,211706,2004-12-16 00:37:05.705672800,Approved
2023-05-25 23:32:36.756756752,786,8421172,3719152,Unemployed,251827,2013-05-01 10:24:18.152918592,Approved
2023-05-27 01:49:32.972972976,643,6984700,6370057,Unemployed,93384,2001-12-24 18:28:30.715264456,Approved
2023-05-28 04:06:29.189189184,361,10020900,9010538,Self-Employed,462607,2014-05-09 12:39:15.933132352,Approved
2023-05-29 06:23:25.405405408,720,6994668,6160390,Employed,243547,2004-08-14 17:29:19.057275968,Denied
2023-05-30 08:40:21.621621616,602,3986229,3328499,Employed,343890,2015-06-04 05:38:11.805974272,Approved
2023-05-31 10:57:17.837837840,302,7013791,497967,Self-Employed,120075,2004-05-02 15:31:19.419018912,Denied
2023-06-01 13:14:14.054054064,308,11328984,1902571,Self-Employed,332237,2002-07-28 22:33:34.579336800,Approved
2023-06-02 15:31:10.270270272,803,10195057,8385416,Unemployed,183340,2008-08-04 11:17:58.322828192,Denied
2023-06-03 17:48:06.486486496,484,11729109,6544082,Employed,210014,2015-05-19 05:20:02.630857792,Denied
2023-06-04 20:05:02.702702704,489,5223559,6116280,Self-Employed,365631,2013-12-18 00:21:42.274595776,Denied
2023-06-05 22:21:58.918918928,534,8792153,3336811,Self-Employed,386642,2004-03-17 05:02:40.811181152,Approved
2023-06-07 00:38:55.135135136,837,12154508,7518229,Unemployed,397127,2003-08-17 05:49:14.782132096,Denied
2023-06-08 02:55:51.351351360,653,4951659,5094143,Self-Employed,186220,2001-09-19 16:39:35.664565640,Approved
2023-06-09 05:12:47.567567568,616,10790126,5811812,Unemployed,274867,2008-07-11 10:50:44.560153472,Approved
2023-06-10 07:29:43.783783792,663,3677243,8714424,Self-Employed,9390,2001-07-14 10:35:21.129076464,Approved
2023-06-11 09:46:40.000000000,557,13819569,1263895,Employed,19924,2003-11-18 02:46:31.997807616,Denied
2023-06-12 12:03:36.216216224,508,14549444,8021884,Unemployed,479721,2005-11-28 11:59:00.805700192,Approved
2023-06-13 14:20:32.432432432,599,11188727,6771273,Unemployed,59040,2015-11-01 18:04:50.052069056,Denied
2023-06-14 16:37:28.648648656,368,5023437,2759791,Self-Employed,420083,2001-08-25 01:46:32.984379280,Approved
2023-06-15 18:54:24.864864864,313,14091293,5638880,Self-Employed,490453,2004-02-18 23:43:49.213483152,Approved
2023-06-16 21:11:21.081081088,466,9912639,7933835,Employed,35632,2002-08-29 23:09:52.929569744,Denied
2023-06-17 23:28:17.297297296,594,12042251,9044403,Unemployed,315615,2011-06-12 21:23:43.622910400,Denied
2023-06-19 01:45:13.513513520,705,3293163,9821481,Unemployed,418325,2013-06-21 16:10:23.513291328,Approved
2023-06-20 04:02:09.729729728,671,6258739,5247551,Unemployed,301219,2007-03-25 11:29:24.976705952,Denied
2023-06-21 06:19:05.945945952,321,10406881,5067450,Self-Employed,375664,2003-06-30 04:54:47.256782688,Denied
2023-06-22 08:36:02.162162160,646,13202506,8185339,Self-Employed,388978,2007-03-19 01:46:09.306659360,Denied
2023-06-23 10:52:58.378378384,432,13028801,9068284,Unemployed,377930,2015-06-18 15:30:32.063579072,Approved
2023-06-24 13:09:54.594594592,429,11715286,1014721,Self-Employed,356449,2006-10-30 18:20:13.483146080,Denied
2023-06-25 15:26:50.810810816,642,8010292,5580788,Self-Employed,407247,2013-04-02 14:39:37.637708992,Approved
2023-06-26 17:43:47.027027024,525,9397315,7623323,Unemployed,234380,2012-06-18 09:12:52.485612480,Approved
2023-06-27 20:00:43.243243248,603,3308190,5179648,Self-Employed,283200,2015-04-26 19:18:37.785694720,Approved
2023-06-28 22:17:39.459459456,589,3457416,7646193,Self-Employed,413545,2008-10-04 07:38:57.188270784,Approved
2023-06-30 00:34:35.675675680,834,12636725,6354785,Self-Employed,133801,2001-09-27 16:48:40.252123872,Approved
2023-07-01 02:51:31.891891888,341,11534758,7122903,Employed,382070,2009-08-25 08:59:27.443135104,Denied
2023-07-02 05:08:28.108108112,536,9353740,9150442,Unemployed,40015,2006-05-22 00:52:52.814469728,Approved
2023-07-03 07:25:24.324324320,778,6444773,8373832,Unemployed,128737,2013-01-04 12:59:47.174568384,Approved
2023-07-04 09:42:20.540540544,507,8736826,5443074,Employed,146027,2001-03-13 03:27:34.480679640,Denied
2023-07-05 11:59:16.756756752,439,10731510,3605770,Employed,423800,2007-05-28 12:42:01.677171840,Approved
2023-07-06 14:16:12.972972976,606,6854599,2350438,Employed,67341,2002-01-20 23:47:22.312962456,Approved
2023-07-07 16:33:09.189189184,523,6600279,9697024,Unemployed,30122,2011-02-06 09:24:19.139490304,Approved
2023-07-08 18:50:05.405405408,769,10580448,1318466,Employed,66627,2004-10-19 09:07:44.675253504,Denied
2023-07-09 21:07:01.621621616,762,9559380,4066104,Self-Employed,448663,2004-06-30 21:26:29.366949856,Denied
2023-07-10 23:23:57.837837840,548,3781535,1843291,Employed,14245,2005-11-23 16:41:34.053165248,Denied
2023-07-12 01:40:54.054054064,835,13548616,3984168,Self-Employed,426664,2011-10-18 23:48:57.023842176,Approved
2023-07-13 03:57:50.270270272,360,6785445,2587785,Self-Employed,342983,2010-04-20 23:05:56.152370496,Denied
2023-07-14 06:14:46.486486496,708,4669312,9559941,Employed,153706,2001-02-02 17:08:00.460400112,Approved
2023-07-15 08:31:42.702702704,537,8824267,9067946,Employed,161370,2011-05-18 06:30:40.942724032,Denied
2023-07-16 10:48:38.918918928,714,5164667,3408239,Unemployed,169075,2014-05-01 12:30:11.345574144,Approved
2023-07-17 13:05:35.135135136,788,6383654,894563,Unemployed,15950,2007-02-26 06:10:33.379007968,Denied
2023-07-18 15:22:31.351351360,785,6548714,1527126,Unemployed,85752,2013-03-30 09:47:59.802685696,Denied
2023-07-19 17:39:27.567567568,415,11083227,8491661,Employed,163370,2005-06-29 09:06:33.642093728,Denied
2023-07-20 19:56:23.783783792,328,14487677,9881680,Unemployed,80924,2003-01-25 21:10:42.258152928,Approved
2023-07-21 22:13:20.000000000,354,11241431,3891513,Unemployed,212854,2004-08-16 07:55:07.974787616,Denied
2023-07-23 00:30:16.216216224,337,6589133,2402454,Unemployed,497051,2012-01-15 01:28:47.486982720,Approved
2023-07-24 02:47:12.432432432,656,7328674,8503963,Self-Employed,244757,2013-08-11 21:56:28.873664064,Denied
2023-07-25 05:04:08.648648656,733,5807251,2887810,Unemployed,265715,2002-10-28 05:05:02.877500688,Approved
2023-07-26 07:21:04.864864864,523,9954011,2412249,Self-Employed,451440,2001-08-05 20:36:45.974239520,Denied
2023-07-27 09:38:01.081081088,403,6777826,472907,Self-Employed,273905,2001-06-09 05:07:24.943820224,Approved
2023-07-28 11:54:57.297297296,648,9596201,9289350,Self-Employed,298678,2001-12-18 08:45:15.045217872,Approved
2023-07-29 14:11:53.513513520,756,13543000,3016279,Unemployed,445128,2010-04-16 03:48:29.399835584,Denied
2023-07-30 16:28:49.729729728,825,7511713,3842619,Employed,420123,2004-05-31 11:15:59.934228560,Denied
2023-07-31 18:45:45.945945952,809,11639092,764722,Employed,115779,2002-09-26 04:28:44.527267744,Denied
2023-08-01 21:02:42.162162160,556,7425353,5653377,Employed,39973,2006-01-17 03:19:17.248561248,Denied
2023-08-02 23:19:38.378378384,350,5303384,3507176,Self-Employed,40214,2004-02-09 09:08:55.708413264,Denied
2023-08-04 01:36:34.594594592,523,11613536,6843510,Unemployed,85161,2013-11-25 14:20:17.429432768,Denied
2023-08-05 03:53:30.810810816,798,14374747,9430623,Employed,212931,2003-07-06 14:38:02.926829280,Denied
2023-08-06 06:10:27.027027024,510,11320493,569134,Self-Employed,338083,2000-06-02 17:18:16.081118116,Denied
2023-08-07 08:27:23.243243248,690,14872920,6455780,Self-Employed,397271,2004-11-10 19:09:09.520416544,Approved
2023-08-08 10:44:19.459459456,547,12240986,3192169,Employed,99178,2007-07-17 04:02:18.120032896,Approved
2023-08-09 13:01:15.675675680,672,4781849,5225661,Employed,312630,2000-03-13 01:21:41.288024116,Approved
2023-08-10 15:18:11.891891888,565,14592239,7877322,Employed,436746,2006-07-20 06:48:02.762400672,Denied
2023-08-11 17:35:08.108108112,656,9369559,8452287,Self-Employed,461778,2001-12-18 08:45:15.045217872,Denied
2023-08-12 19:52:04.324324320,320,4057479,592062,Employed,230878,2008-02-02 07:49:12.808988768,Approved
2023-08-13 22:09:00.540540544,802,13434015,878902,Unemployed,462444,2012-04-18 12:51:53.620169920,Denied
2023-08-15 00:25:56.756756752,792,11709548,2898459,Unemployed,357293,2015-01-09 12:29:00.312414400,Denied
2023-08-16 02:42:52.972972976,415,7427554,6408265,Self-Employed,350786,2015-01-12 17:20:38.147437696,Denied
2023-08-17 04:59:49.189189184,421,14125531,242086,Unemployed,250500,2013-07-15 16:37:37.275966016,Approved
2023-08-18 07:16:45.405405408,584,11762988,9833149,Self-Employed,54985,2005-12-03 07:16:27.558235136,Denied
2023-08-19 09:33:41.621621616,627,3419541,6195546,Unemployed,43567,2002-12-21 15:42:46.072896688,Denied
2023-08-20 11:50:37.837837840,686,7456492,4811356,Employed,98460,2001-02-02 17:08:00.460400112,Denied
2023-08-21 14:07:34.054054064,440,12097389,5357477,Employed,368985,2000-05-16 02:34:17.988489998,Denied
2023-08-22 16:24:30.270270272,409,14259357,6704563,Employed,453235,2010-12-18 18:04:02.696629248,Approved
2023-08-23 18:41:26.486486496,597,14076626,6097363,Self-Employed,263231,2001-07-30 10:53:30.304192928,Denied
2023-08-24 20:58:22.702702704,315,7482050,8729970,Self-Employed,215924,2012-07-30 00:24:04.340915328,Denied
2023-08-25 23:15:18.918918928,444,3474111,1050643,Unemployed,7788,2006-07-07 11:21:31.422307488,Approved
2023-08-27 01:32:15.135135136,674,3883518,7223082,Unemployed,315943,2000-08-04 04:05:03.864072348,Approved
2023-08-28 03:49:11.351351360,605,8519087,4336260,Unemployed,340185,2014-06-10 13:15:34.283365312,Denied
2023-08-29 06:06:07.567567568,768,14031713,6386256,Employed,118938,2014-01-20 15:23:49.542340352,Approved
2023-08-30 08:23:03.783783792,347,3080242,1605044,Self-Employed,389793,2008-01-14 02:39:25.798849024,Denied
2023-08-31 10:40:00.000000000,512,4230179,1815133,Self-Employed,260870,2011-07-10 02:42:35.220608384,Denied
2023-09-01 12:56:56.216216224,405,13789586,8562912,Unemployed,120847,2004-07-24 21:53:43.129624560,Approved
2023-09-02 15:13:52.432432432,626,14408423,9388312,Self-Employed,26009,2002-06-22 02:39:49.476568928,Denied
2023-09-03 17:30:48.648648656,311,6980074,2993453,Employed,370232,2009-09-23 04:44:07.958344768,Denied
2023-09-04 19:47:44.864864864,394,9778649,6031930,Self-Employed,433503,2000-03-06 15:38:25.617977528,Approved
2023-09-05 22:04:41.081081088,569,8395070,3946438,Employed,363052,2003-02-17 07:12:07.103315984,Approved
2023-09-07 00:21:37.297297296,654,14562837,1714369,Unemployed,426121,2007-11-28 16:10:47.191011232,Denied
2023-09-08 02:38:33.513513520,649,10756915,2776824,Unemployed,436827,2015-10-15 03:20:51.959440960,Denied
2023-09-09 04:55:29.729729728,744,4933263,1131726,Self-Employed,437436,2004-05-28 06:24:22.099205264,Denied
2023-09-10 07:12:25.945945952,717,5217340,7503019,Employed,80284,2014-12-24 12:10:51.137297920,Denied
2023-09-11 09:29:22.162162160,591,12472062,218365,Employed,26052,2003-04-14 08:15:39.216223632,Approved
2023-09-12 11:46:18.378378384,662,8654746,8474156,Unemployed,149513,2008-03-22 23:09:29.251849824,Approved
2023-09-13 14:03:14.594594592,451,3476963,6562066,Self-Employed,323740,2010-04-30 13:40:49.657440384,Approved
2023-09-14 16:20:10.810810816,352,9632282,4896652,Employed,259516,2011-03-29 15:10:24.499862976,Denied
2023-09-15 18:37:07.027027024,352,11711648,3562404,Employed,348628,2012-09-11 06:01:05.113729792,Approved
2023-09-16 20:54:03.243243248,432,9018019,4076544,Unemployed,363084,2000-09-30 19:34:24.894491644,Denied
2023-09-17 23:10:59.459459456,315,5737942,7440726,Self-Employed,174842,2002-12-23 06:08:34.990408336,Denied
2023-09-19 01:27:55.675675680,842,12207697,4897943,Employed,460559,2010-01-24 11:51:54.606741568,Denied
2023-09-20 03:44:51.891891888,763,5769739,428396,Employed,139269,2005-06-27 18:40:44.724582080,Denied
2023-09-21 06:01:48.108108112,325,3091224,5742601,Employed,154832,2015-12-27 19:08:22.164976704,Denied
2023-09-22 08:18:44.324324320,668,4931169,1796600,Unemployed,201316,2008-01-10 21:47:47.963825728,Approved
2023-09-23 10:35:40.540540544,595,14375777,9294378,Unemployed,221848,2011-08-31 22:54:29.498492736,Approved
2023-09-24 12:52:36.756756752,698,9850817,7140408,Unemployed,73845,2005-01-28 06:14:06.478487264,Denied
2023-09-25 15:09:32.972972976,508,14027370,4163226,Unemployed,184152,2006-05-15 15:09:37.144423136,Denied
2023-09-26 17:26:29.189189184,343,9509274,2745566,Self-Employed,331451,2014-11-19 06:42:54.952041664,Approved
2023-09-27 19:43:25.405405408,729,12530698,7723231,Self-Employed,209858,2007-10-24 10:42:51.005755008,Denied
2023-09-28 22:00:21.621621616,478,5224253,6243460,Self-Employed,197136,2010-05-13 09:07:20.997533568,Denied
2023-09-30 00:17:17.837837840,433,12443328,7882486,Self-Employed,165381,2009-06-28 17:30:06.412715840,Approved
2023-10-01 02:34:14.054054064,372,3984972,3411912,Self-Employed,469882,2006-02-21 08:47:13.433817504,Approved
2023-10-02 04:51:10.270270272,652,6380114,119348,Unemployed,304974,2013-12-03 14:29:22.016990976,Denied
2023-10-03 07:08:06.486486496,745,5846999,1236102,Self-Employed,347340,2010-08-06 05:55:33.625650880,Denied
2023-10-04 09:25:02.702702704,625,6129559,6655530,Unemployed,240798,2013-09-08 03:15:20.471362048,Approved
2023-10-05 11:41:58.918918928,332,10841876,305115,Self-Employed,250055,2001-01-08 02:14:57.780213760,Denied
2023-10-06 13:58:55.135135136,417,9773771,3443608,Self-Employed,307220,2010-05-21 09:16:25.585091840,Approved
2023-10-07 16:15:51.351351360,760,6749003,7965507,Unemployed,225937,2005-12-24 02:52:03.485886560,Denied
2023-10-08 18:32:47.567567568,331,6775425,7643663,Employed,330905,2003-09-19 20:51:22.049876688,Approved
2023-10-09 20:49:43.783783792,800,4612340,917929,Self-Employed,391890,2015-09-09 21:52:55.774184704,Denied
2023-10-10 23:06:40.000000000,324,9482309,3296973,Employed,258794,2009-12-29 20:58:51.926555200,Approved
2023-10-12 01:23:36.216216224,820,14272531,7733945,Employed,35755,2009-06-07 21:54:30.485064384,Approved
2023-10-13 03:40:32.432432432,433,5657430,1396993,Unemployed,12733,2007-05-20 12:32:57.089613600,Denied
2023-10-14 05:57:28.648648656,558,9388332,2334725,Employed,297586,2003-07-03 09:46:25.091805984,Approved
2023-10-15 08:14:24.864864864,699,3354319,7621164,Unemployed,248863,2013-01-14 03:34:40.679638272,Approved
2023-10-16 10:31:21.081081088,754,8194536,9898653,Unemployed,187708,2004-01-11 13:24:15.193203616,Approved
2023-10-17 12:48:17.297297296,329,3672443,7891091,Unemployed,241340,2013-11-19 04:37:01.759386176,Approved
2023-10-18 15:05:13.513513520,745,12533732,1145058,Self-Employed,474922,2011-05-29 11:31:23.365305600,Denied
2023-10-19 17:22:09.729729728,685,6774438,7731835,Unemployed,49690,2003-04-20 17:58:54.886270208,Approved
2023-10-20 19:39:05.945945952,780,11766419,7988696,Unemployed,121152,2006-10-06 17:52:59.720471360,Denied
2023-10-21 21:56:02.162162160,464,10361478,941278,Employed,281196,2005-12-01 16:50:38.640723488,Approved
2023-10-23 00:12:58.378378384,707,6286182,646104,Unemployed,178515,2007-04-10 11:47:34.151822432,Denied
2023-10-24 02:29:54.594594592,713,11024488,9887376,Unemployed,307110,2001-01-08 02:14:57.780213760,Denied
2023-10-25 04:46:50.810810816,726,14301262,3874818,Employed,393225,2008-05-01 23:54:52.189640992,Approved
2023-10-26 07:03:47.027027024,522,9222524,3443114,Employed,447994,2007-04-28 02:31:32.244450528,Denied
2023-10-27 09:20:43.243243248,830,11761158,8621912,Unemployed,88044,2002-11-06 19:39:56.382570576,Approved
2023-10-28 11:37:39.459459456,721,8816346,4703417,Employed,93954,2006-10-27 13:28:35.648122784,Approved
2023-10-29 13:54:35.675675680,383,13148875,103875,Unemployed,440377,2007-08-21 09:30:14.305289120,Approved
2023-10-30 16:11:31.891891888,692,10300997,5002951,Self-Employed,497159,2007-01-09 05:16:05.853658560,Approved
2023-10-31 18:28:28.108108112,484,5094773,7730492,Employed,11034,2010-09-13 16:15:07.645930432,Denied
2023-11-01 20:45:24.324324320,674,6832493,7376986,Self-Employed,171215,2006-01-18 17:45:06.166072896,Denied
2023-11-02 23:02:20.540540544,667,5689931,1584883,Employed,162195,2011-10-04 13:56:36.766237312,Denied
2023-11-04 01:19:16.756756752,723,6772633,4268557,Unemployed,412915,2001-12-31 04:11:46.385311048,Approved
2023-11-05 03:36:12.972972976,738,9349054,6925415,Self-Employed,306405,2001-09-27 16:48:40.252123872,Approved
2023-11-06 05:53:09.189189184,517,6854545,5695230,Unemployed,15558,2001-07-25 15:36:03.551657992,Denied
2023-11-07 08:10:05.405405408,344,9379120,9232383,Unemployed,165732,2012-10-03 16:02:29.958892864,Denied
2023-11-08 10:27:01.621621632,393,4325029,4439441,Self-Employed,84257,2011-02-22 09:42:28.314606784,Denied
2023-11-09 12:43:57.837837840,398,9887174,4255255,Employed,266854,2008-11-24 13:25:02.548643488,Denied
2023-11-10 15:00:54.054054064,720,3157053,6460004,Self-Employed,388468,2009-04-01 15:50:15.949575232,Approved
2023-11-11 17:17:50.270270272,387,11239967,3263272,Unemployed,177418,2013-10-24 13:43:59.079199808,Approved
2023-11-12 19:34:46.486486496,351,4678849,9423052,Unemployed,245730,2007-10-24 10:42:51.005755008,Denied
2023-11-13 21:51:42.702702704,553,12248586,3469453,Employed,15600,2015-02-15 08:22:45.415182272,Denied
2023-11-15 00:08:38.918918928,370,14425563,1144257,Self-Employed,291066,2011-01-03 18:22:11.871745664,Denied
2023-11-16 02:25:35.135135136,330,12208742,9207953,Unemployed,442888,2001-12-19 23:11:03.962729520,Denied
2023-11-17 04:42:31.351351360,392,14892021,8903365,Employed,234036,2005-06-02 03:47:42.044395744,Denied
2023-11-18 06:59:27.567567568,729,10317836,8769543,Employed,8606,2002-12-20 01:16:57.155385040,Denied
2023-11-19 09:16:23.783783792,333,13641895,3995155,Self-Employed,336088,2008-11-10 03:32:42.291038656,Approved
2023-11-20 11:33:20.000000000,505,8853006,5617230,Employed,441851,2001-11-24 08:18:01.282543168,Approved
2023-11-21 13:50:16.216216224,543,4705808,5195317,Unemployed,420454,2002-07-22 12:50:18.909290224,Denied
2023-11-22 16:07:12.432432432,350,10305798,7984865,Employed,140058,2011-05-27 21:05:34.447793920,Approved
2023-11-23 18:24:08.648648656,567,4227165,4451156,Self-Employed,158345,2003-06-17 09:28:15.916689504,Denied
2023-11-24 20:41:04.864864864,378,9419839,4163654,Self-Employed,155533,2009-04-20 21:00:02.959715008,Approved
2023-11-25 22:58:01.081081088,465,9063634,7738206,Self-Employed,244297,2005-11-14 02:06:40.548095360,Denied
2023-11-27 01:14:57.297297296,393,5811656,3102359,Unemployed,145251,2009-11-07 00:46:57.648670848,Approved
2023-11-28 03:31:53.513513520,806,6833545,7013817,Self-Employed,84323,2011-03-12 00:26:26.407234880,Approved
2023-11-29 05:48:49.729729728,558,12607016,1469608,Employed,350335,2000-07-15 22:55:16.853932584,Approved
2023-11-30 08:05:45.945945952,811,5355151,213023,Unemployed,73366,2015-11-16 03:57:10.309673920,Approved
2023-12-01 10:22:42.162162160,691,12412058,2845214,Unemployed,95098,2015-05-30 10:20:45.053439296,Denied
2023-12-02 12:39:38.378378384,350,3494559,6376959,Employed,318556,2006-01-12 08:01:50.496026304,Approved
2023-12-03 14:56:34.594594592,321,10739073,9721887,Self-Employed,476068,2006-07-29 21:22:56.267470560,Denied
2023-12-04 17:13:30.810810816,680,13309350,8339096,Employed,356596,2004-02-17 09:18:00.295971504,Approved
2023-12-05 19:30:27.027027024,751,7694362,2008071,Self-Employed,356523,2000-08-04 04:05:03.864072348,Approved
2023-12-06 21:47:23.243243248,380,4051073,3995698,Employed,91984,2008-08-26 21:19:23.167991232,Approved
2023-12-08 00:04:19.459459456,334,13279540,5902631,Unemployed,499648,2001-12-16 18:19:26.127706224,Approved
2023-12-09 02:21:15.675675680,658,10006332,5055367,Unemployed,377857,2005-11-17 06:58:18.383118656,Approved
2023-12-10 04:38:11.891891888,314,3159904,5817280,Employed,171766,2005-03-28 12:09:16.426418208,Denied
2023-12-11 06:55:08.108108112,351,11991440,9574412,Employed,423330,2006-07-05 20:55:42.504795840,Denied
